Datetime,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,Weekday,Station,Latitude,Longitude
2004-03-11 04:00:00,11/03/2004,04:00:00,0.6378834160423893,1011.0,13.60095942782429,1.3516109655888264,527.0,19.996985856533772,1818.0,32.8178444090454,1197.0,445.0,10.1,60.5,0.7465,2004,3,11,4,3,Turin,45.0703,7.6869
2004-03-11 05:00:00,11/03/2004,05:00:00,0.6954660379010978,1066.0,8.232544495394004,1.05413525197706,512.0,16.375499100884632,1918.0,28.566676876811425,1182.0,422.0,11.0,56.2,0.7366,2004,3,11,5,3,Turin,45.0703,7.6869
2004-03-11 06:00:00,11/03/2004,06:00:00,0.7185240581500746,1052.0,15.327212642556418,1.5797407993359203,553.0,34.26961734292401,1738.0,46.56996833014392,1221.0,472.0,10.5,58.1,0.7353,2004,3,11,6,3,Turin,45.0703,7.6869
2004-03-11 07:00:00,11/03/2004,07:00:00,1.0994388276907392,1144.0,29.962038738949524,3.0814704253348895,667.0,97.17110643707517,1490.0,78.59927976553769,1339.0,730.0,10.2,59.6,0.7417,2004,3,11,7,3,Turin,45.0703,7.6869
2004-03-11 08:00:00,11/03/2004,08:00:00,2.0423096153537337,1333.0,66.26700886674735,8.342467897810074,900.0,173.73453072349602,1136.0,112.33055250813395,1517.0,1102.0,10.8,57.4,0.7408,2004,3,11,8,3,Turin,45.0703,7.6869
2004-03-11 09:00:00,11/03/2004,09:00:00,2.307034683510257,1351.0,90.59357795123117,9.360512192357088,960.0,128.50464859160854,1079.0,97.22957303372226,1583.0,1028.0,10.5,60.6,0.7691,2004,3,11,9,3,Turin,45.0703,7.6869
2004-03-11 10:00:00,11/03/2004,10:00:00,1.670882502755632,1233.0,73.76806912503365,6.178791811578586,827.0,107.71058238370408,1218.0,93.11883718389538,1446.0,860.0,10.8,58.4,0.7552,2004,3,11,10,3,Turin,45.0703,7.6869
2004-03-11 11:00:00,11/03/2004,11:00:00,1.5234267909762123,1179.0,43.09411951294875,5.087188766464619,762.0,97.35461024419122,1328.0,95.49153543686336,1362.0,671.0,10.5,57.9,0.7352,2004,3,11,11,3,Turin,45.0703,7.6869
2004-03-11 12:00:00,11/03/2004,12:00:00,1.53371804494178,1236.0,63.959823338023526,5.163084163061126,774.0,107.66050964765215,1301.0,98.94382794061261,1401.0,664.0,9.5,66.8,0.7951,2004,3,11,12,3,Turin,45.0703,7.6869
2004-03-11 13:00:00,11/03/2004,13:00:00,1.9291462276488878,1286.0,64.10810783520714,7.615230295327088,869.0,145.39218516571992,1162.0,110.43866964809767,1537.0,799.0,8.3,76.4,0.8393,2004,3,11,13,3,Turin,45.0703,7.6869
2004-03-11 14:00:00,11/03/2004,14:00:00,2.928850668449852,1371.0,162.45284493474355,11.746592766357693,1034.0,213.66507803008327,983.0,122.10848214163443,1730.0,1037.0,8.0,81.1,0.8736,2004,3,11,14,3,Turin,45.0703,7.6869
2004-03-11 15:00:00,11/03/2004,15:00:00,2.114654540678951,1310.0,75.59110080425931,9.162495017500177,933.0,184.14862882665875,1082.0,125.44973309117731,1647.0,946.0,8.3,79.8,0.8778,2004,3,11,15,3,Turin,45.0703,7.6869
2004-03-11 16:00:00,11/03/2004,16:00:00,2.153395652495468,1292.0,93.71053555664128,8.184227531822284,912.0,194.41467641452857,1103.0,124.5039589045681,1591.0,957.0,9.7,71.2,0.8569,2004,3,11,16,3,Turin,45.0703,7.6869
2004-03-11 17:00:00,11/03/2004,17:00:00,2.770823600155494,1383.0,152.39948129951668,10.712210056006676,1020.0,239.6759478011934,1008.0,139.73189559062183,1719.0,1104.0,9.8,67.6,0.8185,2004,3,11,17,3,Turin,45.0703,7.6869
2004-03-11 18:00:00,11/03/2004,18:00:00,4.586019138472996,1581.0,303.74150004166154,20.8737863993093,1319.0,293.1647124736679,799.0,155.00697548391872,2083.0,1409.0,10.3,64.2,0.8065,2004,3,11,18,3,Turin,45.0703,7.6869
2004-03-11 19:00:00,11/03/2004,19:00:00,7.1358529870537195,1776.0,447.5162669411752,27.2531638309603,1488.0,390.9739071260301,702.0,177.19610965076646,2333.0,1704.0,9.7,69.3,0.8319,2004,3,11,19,3,Turin,45.0703,7.6869
2004-03-11 20:00:00,11/03/2004,20:00:00,6.148063446931735,1640.0,382.3009165094447,22.965857177036305,1404.0,345.2135143864025,743.0,161.62909387386938,2191.0,1654.0,9.6,67.8,0.8133,2004,3,11,20,3,Turin,45.0703,7.6869
2004-03-11 21:00:00,11/03/2004,21:00:00,3.7199877422015177,1313.0,200.76908180305804,12.439250267666605,1076.0,230.13231063300918,957.0,139.02370749111932,1707.0,1285.0,9.1,64.0,0.7419,2004,3,11,21,3,Turin,45.0703,7.6869
2004-03-11 22:00:00,11/03/2004,22:00:00,1.5702798624682948,965.0,61.169056464904976,4.789442174605221,749.0,93.0890042546463,1325.0,85.9375827823996,1333.0,821.0,8.2,63.4,0.6905,2004,3,11,22,3,Turin,45.0703,7.6869
2004-03-11 23:00:00,11/03/2004,23:00:00,1.0325397938332133,913.0,27.160269506653325,2.5765151133231146,629.0,45.68742074195887,1565.0,51.129064637617276,1252.0,552.0,8.2,60.8,0.6657,2004,3,11,23,3,Turin,45.0703,7.6869
2004-03-12 00:00:00,12/03/2004,00:00:00,1.6770180220778088,1080.0,54.94343625515449,5.801824916162308,805.0,127.38763303085607,1254.0,96.6303357104122,1375.0,816.0,8.3,58.5,0.6438,2004,3,12,0,4,Turin,45.0703,7.6869
2004-03-12 01:00:00,12/03/2004,01:00:00,1.8416217149742533,1044.0,50.4860390271253,6.2297746571821815,829.0,127.54065370824557,1247.0,109.52236991087354,1378.0,832.0,7.7,59.7,0.6308,2004,3,12,1,4,Turin,45.0703,7.6869
2004-03-12 02:00:00,12/03/2004,02:00:00,1.3424461307158175,988.0,39.41064559193909,4.273782059964152,718.0,83.7466785469126,1396.0,90.04083287618045,1304.0,692.0,7.1,61.8,0.6276,2004,3,12,2,4,Turin,45.0703,7.6869
2004-03-12 03:00:00,12/03/2004,03:00:00,0.810133809162005,889.0,20.056343079363693,1.8650765167395797,574.0,53.18191312354089,1680.0,59.26129266992387,1187.0,512.0,7.0,62.3,0.6261,2004,3,12,3,4,Turin,45.0703,7.6869
2004-03-12 04:00:00,12/03/2004,04:00:00,0.6943400398546797,831.0,9.705657543694858,1.134467024436826,506.0,20.44565529284322,1893.0,31.07565890499894,1134.0,384.0,6.1,65.9,0.6248,2004,3,12,4,4,Turin,45.0703,7.6869
2004-03-12 05:00:00,12/03/2004,05:00:00,0.6153830858040883,847.0,7.346099606537113,1.0213460001263595,501.0,31.164147360806137,1895.0,45.563896141951574,1155.0,394.0,6.3,65.0,0.6233,2004,3,12,5,4,Turin,45.0703,7.6869
2004-03-12 06:00:00,12/03/2004,06:00:00,0.7847774512137,927.0,16.620016735815106,1.8271896377301873,571.0,57.628747990767586,1685.0,73.75489788869137,1223.0,487.0,6.8,62.9,0.6234,2004,3,12,6,4,Turin,45.0703,7.6869
2004-03-12 07:00:00,12/03/2004,07:00:00,1.4326727502399934,1091.0,34.38355774297402,4.279189672227705,730.0,110.10444660102466,1387.0,101.48888657112421,1361.0,748.0,6.4,65.1,0.6316,2004,3,12,7,4,Turin,45.0703,7.6869
2004-03-12 08:00:00,12/03/2004,08:00:00,4.47098624414124,1587.0,201.67780131777445,18.032944408009495,1236.0,294.4552222141943,897.0,137.29300581519794,1900.0,1400.0,7.3,63.1,0.6499,2004,3,12,8,4,Turin,45.0703,7.6869
2004-03-12 09:00:00,12/03/2004,09:00:00,3.7104116209837286,1545.0,197.6172781391809,22.10057802949598,1353.0,241.8401148462118,767.0,135.0564220460219,2058.0,1588.0,9.2,56.2,0.6561,2004,3,12,9,4,Turin,45.0703,7.6869
2004-03-12 10:00:00,12/03/2004,10:00:00,3.098120070288197,1350.0,213.15553055278724,13.733226962616161,1118.0,188.71708162616423,912.0,123.80245533375904,1712.0,1237.0,13.2,41.7,0.632,2004,3,12,10,4,Turin,45.0703,7.6869
2004-03-12 11:00:00,12/03/2004,11:00:00,2.808518692586882,1263.0,168.29927844917992,11.150076280923715,1037.0,212.53476695744507,969.0,141.73636515900176,1598.0,1167.0,14.3,38.4,0.6243,2004,3,12,11,4,Turin,45.0703,7.6869
2004-03-12 12:00:00,12/03/2004,12:00:00,2.083982124864404,1206.0,109.19589718088487,9.70408576104731,986.0,147.77555914039337,1035.0,111.84764450596663,1537.0,959.0,15.0,36.5,0.6195,2004,3,12,12,4,Turin,45.0703,7.6869
2004-03-12 13:00:00,12/03/2004,13:00:00,2.407730298310741,1252.0,140.09107362133767,10.813235318267376,1016.0,159.48018386634294,1008.0,118.636114762554,1593.0,983.0,16.1,34.5,0.6262,2004,3,12,13,4,Turin,45.0703,7.6869
2004-03-12 14:00:00,12/03/2004,14:00:00,2.7157279612925533,1287.0,176.24219095891206,13.350423745000448,1078.0,157.06633381300273,949.0,128.12485092852435,1660.0,1061.0,16.3,35.7,0.656,2004,3,12,14,4,Turin,45.0703,7.6869
2004-03-12 15:00:00,12/03/2004,15:00:00,2.778018403429266,1353.0,191.75810953063285,13.594786296787737,1122.0,195.30683792974511,922.0,129.51321854226026,1740.0,1139.0,15.8,37.0,0.661,2004,3,12,15,4,Turin,45.0703,7.6869
2004-03-12 16:00:00,12/03/2004,16:00:00,2.8780754928397823,1309.0,172.3296188314741,12.780840966564574,1073.0,185.74498104701115,954.0,123.81526260722373,1657.0,1112.0,15.9,37.2,0.6657,2004,3,12,16,4,Turin,45.0703,7.6869
2004-03-12 17:00:00,12/03/2004,17:00:00,2.3053847348864833,1274.0,133.97302522973825,11.468056760613978,1041.0,144.87110035804162,1006.0,123.93781794058357,1610.0,994.0,16.9,34.3,0.6549,2004,3,12,17,4,Turin,45.0703,7.6869
2004-03-12 18:00:00,12/03/2004,18:00:00,3.721146132498364,1510.0,229.96146215739955,19.125936446530662,1277.0,214.69161875569412,812.0,142.84247629945162,1910.0,1410.0,15.1,39.6,0.6766,2004,3,12,18,4,Turin,45.0703,7.6869
2004-03-12 19:00:00,12/03/2004,19:00:00,3.843488314839461,1525.0,245.84015204429798,17.858201098595742,1246.0,201.01948606242755,821.0,151.68745894326892,1847.0,1448.0,14.4,43.4,0.7084,2004,3,12,19,4,Turin,45.0703,7.6869
2004-03-12 20:00:00,12/03/2004,20:00:00,6.850183238422187,1843.0,504.27272615396765,31.96827412371042,1610.0,354.2737857279402,624.0,177.57756572379964,2390.0,1887.0,12.9,50.5,0.7478,2004,3,12,20,4,Turin,45.0703,7.6869
2004-03-12 21:00:00,12/03/2004,21:00:00,4.200429511216119,1598.0,317.9365032903622,20.54040719638135,1299.0,266.6237008902539,752.0,145.1295590258087,1941.0,1627.0,12.1,53.3,0.7536,2004,3,12,21,4,Turin,45.0703,7.6869
2004-03-12 22:00:00,12/03/2004,22:00:00,3.379423250193017,1484.0,206.4136184519081,14.820683199390267,1127.0,246.4091693466675,839.0,145.73249241260564,1723.0,1491.0,11.0,59.1,0.774,2004,3,12,22,4,Turin,45.0703,7.6869
2004-03-12 23:00:00,12/03/2004,23:00:00,5.19354360274641,1677.0,383.4429275572965,22.522820816672464,1346.0,307.8018984703835,741.0,128.69811319243507,2062.0,1657.0,9.7,64.6,0.7771,2004,3,12,23,4,Turin,45.0703,7.6869
2004-03-13 00:00:00,13/03/2004,00:00:00,2.7517251762437116,1280.0,124.55043368898382,10.040212748627718,964.0,195.2000701111828,963.0,114.80588137187168,1544.0,1285.0,9.5,64.1,0.7597,2004,3,13,0,5,Turin,45.0703,7.6869
2004-03-13 01:00:00,13/03/2004,01:00:00,1.8098852842766406,1196.0,66.87330152326683,7.505242420750378,873.0,136.0933667889663,1071.0,101.72182770779565,1463.0,1144.0,9.1,63.9,0.7423,2004,3,13,1,5,Turin,45.0703,7.6869
2004-03-13 02:00:00,13/03/2004,02:00:00,1.6432562491050817,1184.0,42.825425716946626,5.505427653463373,782.0,82.19442978177749,1176.0,84.14900431778985,1365.0,1043.0,8.8,63.9,0.7256,2004,3,13,2,5,Turin,45.0703,7.6869
2004-03-13 03:00:00,13/03/2004,03:00:00,1.6669052984660755,1172.0,44.681841500360285,5.409513203525105,783.0,91.31231737726372,1179.0,81.53986906484171,1380.0,996.0,7.8,67.5,0.7173,2004,3,13,3,5,Turin,45.0703,7.6869
2004-03-13 04:00:00,13/03/2004,04:00:00,1.3822704775019397,1147.0,56.00046514258388,6.448892494242912,821.0,112.09525608205605,1132.0,85.51962682545214,1412.0,992.0,7.0,71.1,0.7158,2004,3,13,4,5,Turin,45.0703,7.6869
2004-03-13 05:00:00,13/03/2004,05:00:00,0.9872400963922308,978.0,30.696451159256824,2.5181436699111654,625.0,63.42976127606612,1420.0,65.01500292705076,1274.0,819.0,8.3,63.6,0.6982,2004,3,13,5,5,Turin,45.0703,7.6869
2004-03-13 06:00:00,13/03/2004,06:00:00,1.2027811852736685,1100.0,27.563331511563312,2.9655529673815733,646.0,51.37771362496547,1406.0,62.9855037436449,1268.0,835.0,7.2,67.5,0.6887,2004,3,13,6,5,Turin,45.0703,7.6869
2004-03-13 07:00:00,13/03/2004,07:00:00,1.4336082104407022,1112.0,47.34057794301253,5.045009231794593,770.0,141.25325224221825,1228.0,74.74176657165984,1409.0,940.0,6.3,71.9,0.6932,2004,3,13,7,5,Turin,45.0703,7.6869
2004-03-13 08:00:00,13/03/2004,08:00:00,2.659783090357375,1336.0,133.3463165162328,12.285490611888186,1043.0,264.377044567902,935.0,100.26331662931871,1678.0,1192.0,6.5,71.6,0.6945,2004,3,13,8,5,Turin,45.0703,7.6869
2004-03-13 09:00:00,13/03/2004,09:00:00,3.84763457537665,1408.0,236.71463191474555,14.985042208156385,1153.0,286.6778495885529,830.0,115.4150456498052,1777.0,1411.0,9.6,59.7,0.7124,2004,3,13,9,5,Turin,45.0703,7.6869
2004-03-13 10:00:00,13/03/2004,10:00:00,3.0547145890464282,1447.0,152.74066353072283,12.88965754612016,1081.0,237.93643215060538,869.0,124.69863515049933,1667.0,1465.0,12.4,51.2,0.7335,2004,3,13,10,5,Turin,45.0703,7.6869
2004-03-13 11:00:00,13/03/2004,11:00:00,4.160134412761051,1542.0,277.9561631140139,16.851603491861134,1184.0,284.8953052402895,808.0,157.05460056187027,1780.0,1583.0,15.6,42.2,0.7451,2004,3,13,11,5,Turin,45.0703,7.6869
2004-03-13 12:00:00,13/03/2004,12:00:00,3.5223990973563164,1451.0,220.34064655858816,14.55848210237479,1117.0,248.34884698203095,875.0,163.89452688699632,1679.0,1387.0,18.4,33.8,0.709,2004,3,13,12,5,Turin,45.0703,7.6869
2004-03-13 13:00:00,13/03/2004,13:00:00,2.912370264398536,1328.0,157.33535751069255,11.980468405960938,1059.0,154.90900230775313,987.0,125.61602617392869,1600.0,1101.0,19.4,31.3,0.695,2004,3,13,13,5,Turin,45.0703,7.6869
2004-03-13 14:00:00,13/03/2004,14:00:00,1.94417066437672,1207.0,111.93852938924917,8.42745904427203,924.0,115.57645319058076,1088.0,102.95250293710376,1488.0,850.0,18.0,34.8,0.7127,2004,3,13,14,5,Turin,45.0703,7.6869
2004-03-13 15:00:00,13/03/2004,15:00:00,2.0861029351298574,1240.0,105.30473053099634,9.377852320253318,947.0,117.01350151558697,1049.0,114.23161298715154,1532.0,947.0,18.4,33.6,0.7042,2004,3,13,15,5,Turin,45.0703,7.6869
2004-03-13 16:00:00,13/03/2004,16:00:00,2.415550057285237,1306.0,112.90942181681012,10.514743498128535,987.0,135.1626251812807,1004.0,120.72434675800825,1554.0,1078.0,17.6,35.1,0.7012,2004,3,13,16,5,Turin,45.0703,7.6869
2004-03-13 17:00:00,13/03/2004,17:00:00,2.2066021946691543,1326.0,100.57099722276973,10.632680653940511,1000.0,147.57320256262042,976.0,128.62389313930507,1602.0,1084.0,16.7,37.8,0.7117,2004,3,13,17,5,Turin,45.0703,7.6869
2004-03-13 18:00:00,13/03/2004,18:00:00,3.1658588259884723,1473.0,182.28826845760892,15.82004174120208,1163.0,230.16180281117195,831.0,151.38908165427034,1779.0,1395.0,16.1,41.0,0.7451,2004,3,13,18,5,Turin,45.0703,7.6869
2004-03-13 19:00:00,13/03/2004,19:00:00,4.038594365086626,1609.0,246.23715892921027,19.68996363026412,1286.0,265.63672774539737,758.0,159.41601539018853,1922.0,1612.0,15.8,42.4,0.7569,2004,3,13,19,5,Turin,45.0703,7.6869
2004-03-13 20:00:00,13/03/2004,20:00:00,4.072889875441616,1611.0,292.9726930759035,19.963468704620748,1274.0,280.15756478454637,754.0,156.4502866508237,1915.0,1697.0,15.7,44.1,0.7786,2004,3,13,20,5,Turin,45.0703,7.6869
2004-03-13 21:00:00,13/03/2004,21:00:00,4.105222283306389,1621.0,281.98569256680935,18.750359111982487,1247.0,286.1687918362121,762.0,154.73830398542083,1860.0,1886.0,15.3,46.8,0.8091,2004,3,13,21,5,Turin,45.0703,7.6869
2004-03-13 22:00:00,13/03/2004,22:00:00,3.1340923834941385,1444.0,186.36446782894575,13.097340926511317,1089.0,206.321084623498,844.0,139.69752351145277,1748.0,1624.0,14.6,48.6,0.806,2004,3,13,22,5,Turin,45.0703,7.6869
2004-03-13 23:00:00,13/03/2004,23:00:00,2.5936626761809136,1418.0,114.18893101684428,10.545518202088658,1010.0,164.7243530749758,892.0,126.63488448780213,1603.0,1536.0,14.7,49.3,0.8193,2004,3,13,23,5,Turin,45.0703,7.6869
2004-03-14 00:00:00,14/03/2004,00:00:00,2.8306775807702094,1534.0,89.44170865702769,10.99105288437855,1013.0,195.7182052950754,889.0,130.89599062213938,1611.0,1535.0,13.9,53.6,0.8498,2004,3,14,0,6,Turin,45.0703,7.6869
2004-03-14 01:00:00,14/03/2004,01:00:00,2.882760883227132,1484.0,129.43483444208383,12.384388873939487,1045.0,182.28467986970924,880.0,123.48902118895286,1624.0,1530.0,14.6,51.5,0.8536,2004,3,14,1,6,Turin,45.0703,7.6869
2004-03-14 02:00:00,14/03/2004,02:00:00,2.393286646583423,1367.0,87.60591139752242,8.434773963281266,925.0,130.06060743435484,953.0,105.10301979031891,1543.0,1337.0,12.5,58.9,0.8537,2004,3,14,2,6,Turin,45.0703,7.6869
2004-03-14 03:00:00,14/03/2004,03:00:00,2.4551708385145274,1344.0,130.51794818520304,9.268483185041351,968.0,99.01066813688762,921.0,88.54911680168493,1620.0,1278.0,11.6,63.4,0.8674,2004,3,14,3,6,Turin,45.0703,7.6869
2004-03-14 04:00:00,14/03/2004,04:00:00,1.8865083293253775,1130.0,57.02061983471024,5.010326343693506,773.0,71.60336755066916,1130.0,83.25421992761251,1452.0,1051.0,12.1,61.1,0.8603,2004,3,14,4,6,Turin,45.0703,7.6869
2004-03-14 05:00:00,14/03/2004,05:00:00,1.2330638424230282,1062.0,30.827257862223195,3.7406608023591694,691.0,52.49489013137889,1272.0,69.7558449213129,1377.0,929.0,11.5,63.1,0.8533,2004,3,14,5,6,Turin,45.0703,7.6869
2004-03-14 06:00:00,14/03/2004,06:00:00,1.0261661363917502,1076.0,30.18353797430011,2.38161319497668,618.0,43.278352354250586,1395.0,61.10415743362813,1333.0,872.0,11.6,62.2,0.8473,2004,3,14,6,6,Turin,45.0703,7.6869
2004-03-14 07:00:00,14/03/2004,07:00:00,0.9256344532243118,1028.0,27.45572375577739,2.4698885044929204,615.0,70.32058024472741,1384.0,67.70727976678319,1340.0,853.0,10.4,67.6,0.853,2004,3,14,7,6,Turin,45.0703,7.6869
2004-03-14 08:00:00,14/03/2004,08:00:00,1.4423828619926429,1155.0,35.24654013552149,4.327917646422923,722.0,101.56509690400344,1225.0,85.41456397882706,1414.0,959.0,11.6,62.7,0.853,2004,3,14,8,6,Turin,45.0703,7.6869
2004-03-14 09:00:00,14/03/2004,09:00:00,1.5750191710595882,1235.0,54.30277022569499,6.204612701465939,828.0,122.11960736760685,1055.0,80.47275047042655,1527.0,1093.0,12.4,60.0,0.8627,2004,3,14,9,6,Turin,45.0703,7.6869
2004-03-14 10:00:00,14/03/2004,10:00:00,2.266063861318709,1332.0,127.54563832808063,8.762965163267042,923.0,148.46027935177875,952.0,94.73322499775607,1614.0,1225.0,14.5,53.1,0.8728,2004,3,14,10,6,Turin,45.0703,7.6869
2004-03-14 11:00:00,14/03/2004,11:00:00,2.7322640098762347,1445.0,143.75617845100336,11.077806316107864,1009.0,175.17526769093186,878.0,118.87087488776476,1696.0,1355.0,16.9,46.1,0.8789,2004,3,14,11,6,Turin,45.0703,7.6869
2004-03-14 12:00:00,14/03/2004,12:00:00,2.860598265307789,1416.0,139.95853123499919,11.05948524375924,1002.0,166.8846005827781,907.0,118.73506378950285,1677.0,1262.0,19.3,38.3,0.8474,2004,3,14,12,6,Turin,45.0703,7.6869
2004-03-14 13:00:00,14/03/2004,13:00:00,2.0715242624219723,1281.0,90.81714155284055,7.344471378889093,880.0,108.8573510793573,1084.0,108.35745425439629,1525.0,980.0,21.2,31.4,0.7812,2004,3,14,13,6,Turin,45.0703,7.6869
2004-03-14 14:00:00,14/03/2004,14:00:00,1.8687377214314114,1207.0,85.93857228062166,7.688229347150227,879.0,103.41630238815256,1104.0,97.00045855623328,1490.0,872.0,21.4,30.2,0.7616,2004,3,14,14,6,Turin,45.0703,7.6869
2004-03-14 15:00:00,14/03/2004,15:00:00,1.8552364533211976,1258.0,102.49189930611706,8.44447482073788,906.0,115.6384270954763,1081.0,105.29673905882936,1511.0,900.0,21.9,29.0,0.7525,2004,3,14,15,6,Turin,45.0703,7.6869
2004-03-14 16:00:00,14/03/2004,16:00:00,2.9724847763531677,1458.0,153.89069139441983,12.436062260699567,1045.0,177.5935204396745,974.0,132.7077332522543,1646.0,1099.0,22.2,28.4,0.7516,2004,3,14,16,6,Turin,45.0703,7.6869
2004-03-14 17:00:00,14/03/2004,17:00:00,2.8118824997661647,1438.0,160.42759526174007,12.411604657343258,1051.0,187.3375604656255,943.0,122.1962641233511,1668.0,1206.0,21.3,30.8,0.7696,2004,3,14,17,6,Turin,45.0703,7.6869
2004-03-14 18:00:00,14/03/2004,18:00:00,2.432258354093645,1478.0,127.92397530897429,12.030530386698642,1055.0,153.426942346667,929.0,125.62809145966412,1671.0,1262.0,19.7,36.7,0.8307,2004,3,14,18,6,Turin,45.0703,7.6869
2004-03-14 19:00:00,14/03/2004,19:00:00,4.454732881610819,1808.0,263.3827692170943,20.794152367005186,1312.0,269.594520450471,753.0,161.02247011909554,1993.0,1698.0,18.4,41.7,0.8732,2004,3,14,19,6,Turin,45.0703,7.6869
2004-03-14 20:00:00,14/03/2004,20:00:00,5.830374485727408,1898.0,335.4568993866867,22.365144121091678,1381.0,314.2818737882961,681.0,175.71340825399128,2103.0,1905.0,17.6,46.1,0.921,2004,3,14,20,6,Turin,45.0703,7.6869
2004-03-14 21:00:00,14/03/2004,21:00:00,3.3245048405930397,1560.0,204.21434882703053,15.110457490255182,1140.0,219.47232187684165,784.0,143.45369040722602,1818.0,1648.0,16.7,49.6,0.932,2004,3,14,21,6,Turin,45.0703,7.6869
2004-03-14 22:00:00,14/03/2004,22:00:00,2.006099848295236,1324.0,104.65958677644569,9.36664160462259,940.0,150.28210675338616,924.0,118.4563595146781,1587.0,1423.0,16.3,51.0,0.9341,2004,3,14,22,6,Turin,45.0703,7.6869
2004-03-14 23:00:00,14/03/2004,23:00:00,2.3064644127817906,1349.0,79.74676786436436,8.468676055193358,933.0,151.61197703192508,933.0,114.91069571592405,1617.0,1349.0,14.7,55.9,0.9314,2004,3,14,23,6,Turin,45.0703,7.6869
2004-03-15 00:00:00,15/03/2004,00:00:00,1.8064825673674982,1239.0,65.67559934172628,7.2297911055973465,872.0,103.27989896381345,985.0,99.36163482964082,1547.0,1250.0,14.8,54.7,0.9164,2004,3,15,0,0,Turin,45.0703,7.6869
2004-03-15 01:00:00,15/03/2004,01:00:00,1.8203215854353227,1239.0,75.137308187053,6.9238221479079165,853.0,107.88610327636735,1010.0,93.83782938839337,1543.0,1174.0,14.0,57.0,0.9094,2004,3,15,1,0,Turin,45.0703,7.6869
2004-03-15 02:00:00,15/03/2004,02:00:00,1.8631616058981675,1224.0,66.15666411272771,6.663088202557804,855.0,102.92095128355514,998.0,91.14209421842625,1566.0,1149.0,13.4,61.3,0.9361,2004,3,15,2,0,Turin,45.0703,7.6869
2004-03-15 03:00:00,15/03/2004,03:00:00,1.1261855814574369,1078.0,45.06840513814965,4.446558665247999,734.0,90.83983887767737,1128.0,78.60332934846338,1487.0,1021.0,12.6,63.5,0.923,2004,3,15,3,0,Turin,45.0703,7.6869
2004-03-15 04:00:00,15/03/2004,04:00:00,1.0238514169005763,1078.0,44.542657235873676,3.803904876063425,711.0,65.38862448371799,1150.0,74.23802462676655,1468.0,1013.0,12.3,65.4,0.9351,2004,3,15,4,0,Turin,45.0703,7.6869
