Datetime,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,Weekday,Station,Latitude,Longitude
2004-03-12 10:00:00,12/03/2004,10:00:00,3.054898412562248,1350.0,213.67793211245507,14.66258841615447,1118.0,188.98806650200723,912.0,124.39299283156342,1712.0,1237.0,13.2,41.7,0.632,2004,3,12,10,4,北京,39.9042,116.4074
2004-03-12 11:00:00,12/03/2004,11:00:00,2.6281976606005797,1263.0,163.58893355603016,11.679732656202559,1037.0,225.67930825985002,969.0,144.25008721149922,1598.0,1167.0,14.3,38.4,0.6243,2004,3,12,11,4,北京,39.9042,116.4074
2004-03-12 12:00:00,12/03/2004,12:00:00,2.0515238285735116,1206.0,112.94458953017349,10.138662988743151,986.0,137.29737315312133,1035.0,115.72139818771848,1537.0,959.0,15.0,36.5,0.6195,2004,3,12,12,4,北京,39.9042,116.4074
2004-03-12 13:00:00,12/03/2004,13:00:00,2.4641228303445977,1252.0,138.8169053513545,10.873256796157673,1016.0,152.38703529336678,1008.0,113.20301845492865,1593.0,983.0,16.1,34.5,0.6262,2004,3,12,13,4,北京,39.9042,116.4074
2004-03-12 14:00:00,12/03/2004,14:00:00,2.5980752557266023,1287.0,166.5090743035161,13.358477761143888,1078.0,161.15807756451017,949.0,118.20197988965539,1660.0,1061.0,16.3,35.7,0.656,2004,3,12,14,4,北京,39.9042,116.4074
2004-03-12 15:00:00,12/03/2004,15:00:00,2.9648396857037187,1353.0,189.77169426095355,14.64589437469125,1122.0,198.31279432420604,922.0,122.51500577459075,1740.0,1139.0,15.8,37.0,0.661,2004,3,12,15,4,北京,39.9042,116.4074
2004-03-12 16:00:00,12/03/2004,16:00:00,2.923342179849066,1309.0,168.23053942397718,13.081876331328523,1073.0,175.7903095656985,954.0,118.2062091677681,1657.0,1112.0,15.9,37.2,0.6657,2004,3,12,16,4,北京,39.9042,116.4074
2004-03-12 17:00:00,12/03/2004,17:00:00,2.3978155769270257,1274.0,131.82401998589285,11.625121779927962,1041.0,147.1479030713861,1006.0,117.40725250816966,1610.0,994.0,16.9,34.3,0.6549,2004,3,12,17,4,北京,39.9042,116.4074
2004-03-12 18:00:00,12/03/2004,18:00:00,3.861664934087608,1510.0,227.84255938643597,18.744186666318985,1277.0,202.26575578161032,812.0,151.61235770941192,1910.0,1410.0,15.1,39.6,0.6766,2004,3,12,18,4,北京,39.9042,116.4074
2004-03-12 19:00:00,12/03/2004,19:00:00,3.678782511545401,1525.0,250.8174464141826,17.721991064842104,1246.0,205.93232378005933,821.0,142.46388601041576,1847.0,1448.0,14.4,43.4,0.7084,2004,3,12,19,4,北京,39.9042,116.4074
2004-03-12 20:00:00,12/03/2004,20:00:00,6.657795184230709,1843.0,509.6030572305922,31.79739816434904,1610.0,327.308334770775,624.0,175.1694043207404,2390.0,1887.0,12.9,50.5,0.7478,2004,3,12,20,4,北京,39.9042,116.4074
2004-03-12 21:00:00,12/03/2004,21:00:00,4.291559606705515,1598.0,330.8418335601015,20.583855206369964,1299.0,279.0942545218489,752.0,156.1883839338002,1941.0,1627.0,12.1,53.3,0.7536,2004,3,12,21,4,北京,39.9042,116.4074
2004-03-12 22:00:00,12/03/2004,22:00:00,3.611175385383018,1484.0,220.85738191110116,14.107765016641778,1127.0,265.4999167904614,839.0,137.4643219699356,1723.0,1491.0,11.0,59.1,0.774,2004,3,12,22,4,北京,39.9042,116.4074
2004-03-12 23:00:00,12/03/2004,23:00:00,5.469200542539085,1677.0,360.5303794979383,21.23002909335584,1346.0,300.3479059142363,741.0,134.69015303647197,2062.0,1657.0,9.7,64.6,0.7771,2004,3,12,23,4,北京,39.9042,116.4074
2004-03-13 00:00:00,13/03/2004,00:00:00,2.6544668344208002,1280.0,122.93629406165098,9.609156146234419,964.0,187.44332734604225,963.0,117.27206028485195,1544.0,1285.0,9.5,64.1,0.7597,2004,3,13,0,5,北京,39.9042,116.4074
2004-03-13 01:00:00,13/03/2004,01:00:00,1.9227577739306272,1196.0,66.5809156849874,7.71202264106194,873.0,145.53751589257823,1071.0,96.20370532714594,1463.0,1144.0,9.1,63.9,0.7423,2004,3,13,1,5,北京,39.9042,116.4074
2004-03-13 02:00:00,13/03/2004,02:00:00,1.5687017106404932,1184.0,43.519290529212675,5.5931434699774485,782.0,82.73340712177585,1176.0,84.95516783256538,1365.0,1043.0,8.8,63.9,0.7256,2004,3,13,2,5,北京,39.9042,116.4074
2004-03-13 03:00:00,13/03/2004,03:00:00,1.6562044196476418,1172.0,47.80413086339471,5.642933694883722,783.0,93.12027364159692,1179.0,86.08647331989876,1380.0,996.0,7.8,67.5,0.7173,2004,3,13,3,5,北京,39.9042,116.4074
2004-03-13 04:00:00,13/03/2004,04:00:00,1.3830590883542473,1147.0,55.63101077756121,6.490447904896563,821.0,112.70479198519047,1132.0,86.42618395775693,1412.0,992.0,7.0,71.1,0.7158,2004,3,13,4,5,北京,39.9042,116.4074
2004-03-13 05:00:00,13/03/2004,05:00:00,1.0144027537966915,978.0,28.85626392248662,2.4712044818946906,625.0,64.20361234544941,1420.0,62.99945070500169,1274.0,819.0,8.3,63.6,0.6982,2004,3,13,5,5,北京,39.9042,116.4074
2004-03-13 06:00:00,13/03/2004,06:00:00,1.258563584067826,1100.0,27.476782703151265,3.034881568081969,646.0,54.21954576651841,1406.0,62.734582653158284,1268.0,835.0,7.2,67.5,0.6887,2004,3,13,6,5,北京,39.9042,116.4074
2004-03-13 07:00:00,13/03/2004,07:00:00,1.484093736679413,1112.0,46.38124881035584,4.898608809210096,770.0,142.9137320410146,1228.0,75.11855596021782,1409.0,940.0,6.3,71.9,0.6932,2004,3,13,7,5,北京,39.9042,116.4074
2004-03-13 08:00:00,13/03/2004,08:00:00,2.6212005272759735,1336.0,134.6817673882394,11.942882716134099,1043.0,257.413850047803,935.0,96.85105371319507,1678.0,1192.0,6.5,71.6,0.6945,2004,3,13,8,5,北京,39.9042,116.4074
2004-03-13 09:00:00,13/03/2004,09:00:00,3.8482060953435,1408.0,239.11133561701894,14.943038876560404,1153.0,307.05749235792763,830.0,118.51378487152063,1777.0,1411.0,9.6,59.7,0.7124,2004,3,13,9,5,北京,39.9042,116.4074
2004-03-13 10:00:00,13/03/2004,10:00:00,3.230753958311981,1447.0,159.36862745978297,12.915708841711226,1081.0,247.07845833117378,869.0,128.91385058601497,1667.0,1465.0,12.4,51.2,0.7335,2004,3,13,10,5,北京,39.9042,116.4074
2004-03-13 11:00:00,13/03/2004,11:00:00,3.8966165924128613,1542.0,282.2213760180386,16.48260859195316,1184.0,293.67406984201233,808.0,163.54123462715725,1780.0,1583.0,15.6,42.2,0.7451,2004,3,13,11,5,北京,39.9042,116.4074
2004-03-13 12:00:00,13/03/2004,12:00:00,3.7688603483005756,1451.0,201.01247413166223,13.944763810511903,1117.0,229.86880757860865,875.0,158.1913044912208,1679.0,1387.0,18.4,33.8,0.709,2004,3,13,12,5,北京,39.9042,116.4074
2004-03-13 13:00:00,13/03/2004,13:00:00,2.735890480860154,1328.0,151.30687532731693,12.01137220089709,1059.0,155.72862027513668,987.0,120.54982127706757,1600.0,1101.0,19.4,31.3,0.695,2004,3,13,13,5,北京,39.9042,116.4074
2004-03-13 14:00:00,13/03/2004,14:00:00,2.0174755067120307,1207.0,110.83483522353136,8.33976382549097,924.0,115.00928358159537,1088.0,99.99250229835798,1488.0,850.0,18.0,34.8,0.7127,2004,3,13,14,5,北京,39.9042,116.4074
2004-03-13 15:00:00,13/03/2004,15:00:00,2.0181991549500116,1240.0,104.68413193389617,9.511071289107221,947.0,120.88299407939016,1049.0,113.0877261779743,1532.0,947.0,18.4,33.6,0.7042,2004,3,13,15,5,北京,39.9042,116.4074
2004-03-13 16:00:00,13/03/2004,16:00:00,2.5921130328840385,1306.0,114.23949843161479,10.38042140376047,987.0,134.20166138973622,1004.0,126.01061050592327,1554.0,1078.0,17.6,35.1,0.7012,2004,3,13,16,5,北京,39.9042,116.4074
2004-03-13 17:00:00,13/03/2004,17:00:00,2.3362726270679515,1326.0,98.57979319501247,10.88483893053408,1000.0,142.385923254527,976.0,121.64203889913306,1602.0,1084.0,16.7,37.8,0.7117,2004,3,13,17,5,北京,39.9042,116.4074
2004-03-13 18:00:00,13/03/2004,18:00:00,3.337993082536511,1473.0,185.51290857876185,15.221041205152401,1163.0,227.82174676625496,831.0,153.4084596322895,1779.0,1395.0,16.1,41.0,0.7451,2004,3,13,18,5,北京,39.9042,116.4074
2004-03-13 19:00:00,13/03/2004,19:00:00,4.19414446761826,1609.0,257.8460493179732,20.316394855890554,1286.0,268.3064130605849,758.0,169.03762814497495,1922.0,1612.0,15.8,42.4,0.7569,2004,3,13,19,5,北京,39.9042,116.4074
2004-03-13 20:00:00,13/03/2004,20:00:00,4.0942081550826,1611.0,273.45448059094025,19.834454180289796,1274.0,267.22688438397876,754.0,166.5465230956996,1915.0,1697.0,15.7,44.1,0.7786,2004,3,13,20,5,北京,39.9042,116.4074
2004-03-13 21:00:00,13/03/2004,21:00:00,4.3186153284354525,1621.0,269.1801134015632,18.654989980256037,1247.0,295.0356277174877,762.0,165.75536169279908,1860.0,1886.0,15.3,46.8,0.8091,2004,3,13,21,5,北京,39.9042,116.4074
2004-03-13 22:00:00,13/03/2004,22:00:00,3.023919858959515,1444.0,176.0163155205223,13.489886876782505,1089.0,208.52975460221205,844.0,138.6600280341285,1748.0,1624.0,14.6,48.6,0.806,2004,3,13,22,5,北京,39.9042,116.4074
2004-03-13 23:00:00,13/03/2004,23:00:00,2.552781957525215,1418.0,113.83424112647188,10.905766541238373,1010.0,172.9897537497579,892.0,124.75882638682174,1603.0,1536.0,14.7,49.3,0.8193,2004,3,13,23,5,北京,39.9042,116.4074
2004-03-14 00:00:00,14/03/2004,00:00:00,2.9281056592021986,1534.0,88.79703759694532,10.688887532668053,1013.0,189.0184884500416,889.0,131.3039796970764,1611.0,1535.0,13.9,53.6,0.8498,2004,3,14,0,6,北京,39.9042,116.4074
2004-03-14 01:00:00,14/03/2004,01:00:00,2.6665680783825074,1484.0,137.4973335756788,11.67244939599273,1045.0,179.93678109785043,880.0,120.79781186495386,1624.0,1530.0,14.6,51.5,0.8536,2004,3,14,1,6,北京,39.9042,116.4074
2004-03-14 02:00:00,14/03/2004,02:00:00,2.442043139018917,1367.0,89.23512769580718,8.81878675214348,925.0,126.16990160120955,953.0,99.41787533469582,1543.0,1337.0,12.5,58.9,0.8537,2004,3,14,2,6,北京,39.9042,116.4074
2004-03-14 03:00:00,14/03/2004,03:00:00,2.4451736122785195,1344.0,130.33477899164902,9.48751896856193,968.0,97.69287688672723,921.0,93.54992584376326,1620.0,1278.0,11.6,63.4,0.8674,2004,3,14,3,6,北京,39.9042,116.4074
2004-03-14 04:00:00,14/03/2004,04:00:00,1.7970846097842248,1130.0,57.22753411795949,5.3846444971814735,773.0,68.96608709711109,1130.0,81.68592577884428,1452.0,1051.0,12.1,61.1,0.8603,2004,3,14,4,6,北京,39.9042,116.4074
2004-03-14 05:00:00,14/03/2004,05:00:00,1.2201375927743068,1062.0,32.51156983182789,3.7259014916040636,691.0,52.573839647319254,1272.0,72.19213166959102,1377.0,929.0,11.5,63.1,0.8533,2004,3,14,5,6,北京,39.9042,116.4074
2004-03-14 06:00:00,14/03/2004,06:00:00,0.9513765059078296,1076.0,28.39681564411951,2.5760919690770567,618.0,43.07739131823999,1395.0,64.9389956584846,1333.0,872.0,11.6,62.2,0.8473,2004,3,14,6,6,北京,39.9042,116.4074
2004-03-14 07:00:00,14/03/2004,07:00:00,0.8922467787251264,1028.0,26.085657204852073,2.5196320137456545,615.0,77.15135715434458,1384.0,66.72084657870346,1340.0,853.0,10.4,67.6,0.853,2004,3,14,7,6,北京,39.9042,116.4074
2004-03-14 08:00:00,14/03/2004,08:00:00,1.4492363378673077,1155.0,37.63386845221929,4.283300671606276,722.0,98.94370881767976,1225.0,83.71240292262989,1414.0,959.0,11.6,62.7,0.853,2004,3,14,8,6,北京,39.9042,116.4074
2004-03-14 09:00:00,14/03/2004,09:00:00,1.5739694892588365,1235.0,55.512192023754295,6.56002321700087,828.0,115.12481761805809,1055.0,85.88577249121789,1527.0,1093.0,12.4,60.0,0.8627,2004,3,14,9,6,北京,39.9042,116.4074
2004-03-14 10:00:00,14/03/2004,10:00:00,2.113386498904101,1332.0,126.77301015456419,8.215693719709122,923.0,137.15357554124327,952.0,100.61128847612927,1614.0,1225.0,14.5,53.1,0.8728,2004,3,14,10,6,北京,39.9042,116.4074
2004-03-14 11:00:00,14/03/2004,11:00:00,2.674107879235141,1445.0,140.65927318269635,11.172609375201572,1009.0,179.90485353882372,878.0,116.71318475345785,1696.0,1355.0,16.9,46.1,0.8789,2004,3,14,11,6,北京,39.9042,116.4074
2004-03-14 12:00:00,14/03/2004,12:00:00,2.7543725058339814,1416.0,140.4545541286053,11.02827274054365,1002.0,167.8195322464923,907.0,123.72927440195929,1677.0,1262.0,19.3,38.3,0.8474,2004,3,14,12,6,北京,39.9042,116.4074
2004-03-14 13:00:00,14/03/2004,13:00:00,2.075119461159972,1281.0,91.15321959497702,7.141557554658139,880.0,115.02083792875037,1084.0,108.44598975188313,1525.0,980.0,21.2,31.4,0.7812,2004,3,14,13,6,北京,39.9042,116.4074
2004-03-14 14:00:00,14/03/2004,14:00:00,1.8481678085674509,1207.0,80.68529650218034,7.444770943564235,879.0,105.92282538583117,1104.0,104.9775867698161,1490.0,872.0,21.4,30.2,0.7616,2004,3,14,14,6,北京,39.9042,116.4074
2004-03-14 15:00:00,14/03/2004,15:00:00,1.891325225269507,1258.0,99.29362272794052,7.9407178527300815,906.0,108.253361361777,1081.0,111.33229468697832,1511.0,900.0,21.9,29.0,0.7525,2004,3,14,15,6,北京,39.9042,116.4074
2004-03-14 16:00:00,14/03/2004,16:00:00,3.020058398195663,1458.0,142.75999663240086,12.009388922643724,1045.0,163.36682406116907,974.0,124.94621375873389,1646.0,1099.0,22.2,28.4,0.7516,2004,3,14,16,6,北京,39.9042,116.4074
2004-03-14 17:00:00,14/03/2004,17:00:00,2.9014096560460314,1438.0,156.0071419366646,11.918817981867205,1051.0,187.7742832166921,943.0,126.07758714902933,1668.0,1206.0,21.3,30.8,0.7696,2004,3,14,17,6,北京,39.9042,116.4074
2004-03-14 18:00:00,14/03/2004,18:00:00,2.4159651512149685,1478.0,117.92171714445281,12.203192841315403,1055.0,155.72252259984927,929.0,124.6423696255943,1671.0,1262.0,19.7,36.7,0.8307,2004,3,14,18,6,北京,39.9042,116.4074
2004-03-14 19:00:00,14/03/2004,19:00:00,4.668824243900564,1808.0,273.7883387858767,21.617529372622194,1312.0,250.33876473537453,753.0,158.65328673425148,1993.0,1698.0,18.4,41.7,0.8732,2004,3,14,19,6,北京,39.9042,116.4074
2004-03-14 20:00:00,14/03/2004,20:00:00,5.692833019660052,1898.0,357.00256880201084,23.55909632695825,1381.0,333.8630731742621,681.0,181.13812691205396,2103.0,1905.0,17.6,46.1,0.921,2004,3,14,20,6,北京,39.9042,116.4074
2004-03-14 21:00:00,14/03/2004,21:00:00,3.230921904615076,1560.0,216.10721734208383,15.022940859498815,1140.0,219.49051296431438,784.0,142.57822656279282,1818.0,1648.0,16.7,49.6,0.932,2004,3,14,21,6,北京,39.9042,116.4074
2004-03-14 22:00:00,14/03/2004,22:00:00,2.134235686325946,1324.0,99.79628011001674,9.404206641384329,940.0,141.7241630720351,924.0,120.63359794769515,1587.0,1423.0,16.3,51.0,0.9341,2004,3,14,22,6,北京,39.9042,116.4074
2004-03-14 23:00:00,14/03/2004,23:00:00,2.163979610335667,1349.0,78.71499543277152,8.65366239021085,933.0,157.40429573891402,933.0,113.28478617952986,1617.0,1349.0,14.7,55.9,0.9314,2004,3,14,23,6,北京,39.9042,116.4074
2004-03-15 00:00:00,15/03/2004,00:00:00,1.8613032695181286,1239.0,68.05898577680144,7.070722244222819,872.0,105.25799160936019,985.0,101.0152184955022,1547.0,1250.0,14.8,54.7,0.9164,2004,3,15,0,0,北京,39.9042,116.4074
2004-03-15 01:00:00,15/03/2004,01:00:00,1.8125236763551504,1239.0,76.35531920607897,6.682868235336634,853.0,110.89592336219212,1010.0,94.55506789951467,1543.0,1174.0,14.0,57.0,0.9094,2004,3,15,1,0,北京,39.9042,116.4074
2004-03-15 02:00:00,15/03/2004,02:00:00,1.738923297684424,1224.0,67.19707186771174,7.0350064910587955,855.0,104.9442154268892,998.0,84.97197133825587,1566.0,1149.0,13.4,61.3,0.9361,2004,3,15,2,0,北京,39.9042,116.4074
2004-03-15 03:00:00,15/03/2004,03:00:00,1.0859688781823842,1078.0,45.88776238463182,4.4658044733184745,734.0,90.55031511359981,1128.0,80.30943207183593,1487.0,1021.0,12.6,63.5,0.923,2004,3,15,3,0,北京,39.9042,116.4074
2004-03-15 04:00:00,15/03/2004,04:00:00,1.0209217470424878,1078.0,42.69914979284382,4.0072295466077925,711.0,65.51501644075329,1150.0,71.16106369930398,1468.0,1013.0,12.3,65.4,0.9351,2004,3,15,4,0,北京,39.9042,116.4074
