Datetime,Year,Month,Day,Hour,Latitude,Longitude,Pollutant,Concentration
2004-03-13 13:00:00,2004,3,13,13,39.9042,116.4074,CO,2.735890480860154
2004-03-13 14:00:00,2004,3,13,14,39.9042,116.4074,CO,2.0174755067120307
2004-03-13 15:00:00,2004,3,13,15,39.9042,116.4074,CO,2.018199154950012
2004-03-13 16:00:00,2004,3,13,16,39.9042,116.4074,CO,2.5921130328840385
2004-03-13 17:00:00,2004,3,13,17,39.9042,116.4074,CO,2.3362726270679515
2004-03-13 18:00:00,2004,3,13,18,39.9042,116.4074,CO,3.337993082536511
2004-03-13 19:00:00,2004,3,13,19,39.9042,116.4074,CO,4.19414446761826
2004-03-13 20:00:00,2004,3,13,20,39.9042,116.4074,CO,4.0942081550826
2004-03-13 21:00:00,2004,3,13,21,39.9042,116.4074,CO,4.3186153284354525
2004-03-13 22:00:00,2004,3,13,22,39.9042,116.4074,CO,3.023919858959515
2004-03-13 23:00:00,2004,3,13,23,39.9042,116.4074,CO,2.552781957525215
2004-03-14 00:00:00,2004,3,14,0,39.9042,116.4074,CO,2.9281056592021986
2004-03-14 01:00:00,2004,3,14,1,39.9042,116.4074,CO,2.6665680783825074
2004-03-14 02:00:00,2004,3,14,2,39.9042,116.4074,CO,2.442043139018917
2004-03-14 03:00:00,2004,3,14,3,39.9042,116.4074,CO,2.4451736122785195
2004-03-14 04:00:00,2004,3,14,4,39.9042,116.4074,CO,1.7970846097842248
2004-03-14 05:00:00,2004,3,14,5,39.9042,116.4074,CO,1.2201375927743068
2004-03-14 06:00:00,2004,3,14,6,39.9042,116.4074,CO,0.9513765059078296
2004-03-14 07:00:00,2004,3,14,7,39.9042,116.4074,CO,0.8922467787251264
2004-03-14 08:00:00,2004,3,14,8,39.9042,116.4074,CO,1.4492363378673077
2004-03-14 09:00:00,2004,3,14,9,39.9042,116.4074,CO,1.5739694892588365
2004-03-14 10:00:00,2004,3,14,10,39.9042,116.4074,CO,2.113386498904101
2004-03-14 11:00:00,2004,3,14,11,39.9042,116.4074,CO,2.674107879235141
2004-03-14 12:00:00,2004,3,14,12,39.9042,116.4074,CO,2.7543725058339814
2004-03-14 13:00:00,2004,3,14,13,39.9042,116.4074,CO,2.075119461159972
2004-03-14 14:00:00,2004,3,14,14,39.9042,116.4074,CO,1.8481678085674509
2004-03-14 15:00:00,2004,3,14,15,39.9042,116.4074,CO,1.891325225269507
2004-03-14 16:00:00,2004,3,14,16,39.9042,116.4074,CO,3.020058398195663
2004-03-14 17:00:00,2004,3,14,17,39.9042,116.4074,CO,2.9014096560460314
2004-03-14 18:00:00,2004,3,14,18,39.9042,116.4074,CO,2.4159651512149685
2004-03-14 19:00:00,2004,3,14,19,39.9042,116.4074,CO,4.668824243900564
2004-03-14 20:00:00,2004,3,14,20,39.9042,116.4074,CO,5.692833019660052
2004-03-14 21:00:00,2004,3,14,21,39.9042,116.4074,CO,3.230921904615076
2004-03-14 22:00:00,2004,3,14,22,39.9042,116.4074,CO,2.134235686325946
2004-03-14 23:00:00,2004,3,14,23,39.9042,116.4074,CO,2.163979610335667
2004-03-15 00:00:00,2004,3,15,0,39.9042,116.4074,CO,1.8613032695181289
2004-03-15 01:00:00,2004,3,15,1,39.9042,116.4074,CO,1.8125236763551504
2004-03-15 02:00:00,2004,3,15,2,39.9042,116.4074,CO,1.738923297684424
2004-03-15 03:00:00,2004,3,15,3,39.9042,116.4074,CO,1.0859688781823842
2004-03-15 04:00:00,2004,3,15,4,39.9042,116.4074,CO,1.0209217470424878
2004-03-15 05:00:00,2004,3,15,5,39.9042,116.4074,CO,1.0129525938908042
2004-03-15 06:00:00,2004,3,15,6,39.9042,116.4074,CO,1.439966037191024
2004-03-15 07:00:00,2004,3,15,7,39.9042,116.4074,CO,2.2997960710413494
2004-03-15 08:00:00,2004,3,15,8,39.9042,116.4074,CO,5.248555928205186
2004-03-15 09:00:00,2004,3,15,9,39.9042,116.4074,CO,7.7549684508459
2004-03-15 10:00:00,2004,3,15,10,39.9042,116.4074,CO,5.89576634315754
2004-03-15 11:00:00,2004,3,15,11,39.9042,116.4074,CO,4.361727356384423
2004-03-15 12:00:00,2004,3,15,12,39.9042,116.4074,CO,3.035176790133825
2004-03-15 13:00:00,2004,3,15,13,39.9042,116.4074,CO,2.965604513380826
2004-03-15 14:00:00,2004,3,15,14,39.9042,116.4074,CO,2.7556035443137845
2004-03-15 15:00:00,2004,3,15,15,39.9042,116.4074,CO,2.3761267899067917
2004-03-15 16:00:00,2004,3,15,16,39.9042,116.4074,CO,2.210965875451589
2004-03-15 17:00:00,2004,3,15,17,39.9042,116.4074,CO,2.8955768940128053
2004-03-15 18:00:00,2004,3,15,18,39.9042,116.4074,CO,6.040344619853835
2004-03-15 19:00:00,2004,3,15,19,39.9042,116.4074,CO,7.930676218276833
2004-03-15 20:00:00,2004,3,15,20,39.9042,116.4074,CO,6.681163178066821
2004-03-15 21:00:00,2004,3,15,21,39.9042,116.4074,CO,4.154764013223075
2004-03-15 22:00:00,2004,3,15,22,39.9042,116.4074,CO,3.2952168220099582
2004-03-15 23:00:00,2004,3,15,23,39.9042,116.4074,CO,1.4258112359325787
2004-03-16 00:00:00,2004,3,16,0,39.9042,116.4074,CO,2.022567201792041
2004-03-16 01:00:00,2004,3,16,1,39.9042,116.4074,CO,1.2230544390867255
2004-03-16 02:00:00,2004,3,16,2,39.9042,116.4074,CO,0.7818098738498667
2004-03-16 03:00:00,2004,3,16,3,39.9042,116.4074,CO,0.689976983980191
2004-03-16 04:00:00,2004,3,16,4,39.9042,116.4074,CO,0.6183606264934773
2004-03-16 05:00:00,2004,3,16,5,39.9042,116.4074,CO,0.5979474216471878
2004-03-16 06:00:00,2004,3,16,6,39.9042,116.4074,CO,0.8648878764037843
2004-03-16 07:00:00,2004,3,16,7,39.9042,116.4074,CO,1.308224492808659
2004-03-16 08:00:00,2004,3,16,8,39.9042,116.4074,CO,3.312200519313864
2004-03-16 09:00:00,2004,3,16,9,39.9042,116.4074,CO,3.5461046958198432
2004-03-16 10:00:00,2004,3,16,10,39.9042,116.4074,CO,5.301409439733204
2004-03-16 11:00:00,2004,3,16,11,39.9042,116.4074,CO,4.26608552051012
2004-03-16 12:00:00,2004,3,16,12,39.9042,116.4074,CO,3.3715628545653424
2004-03-16 13:00:00,2004,3,16,13,39.9042,116.4074,CO,3.9103786940701193
2004-03-16 14:00:00,2004,3,16,14,39.9042,116.4074,CO,3.628676928116328
2004-03-16 15:00:00,2004,3,16,15,39.9042,116.4074,CO,2.703760204806247
2004-03-16 16:00:00,2004,3,16,16,39.9042,116.4074,CO,2.8587330395006814
2004-03-16 17:00:00,2004,3,16,17,39.9042,116.4074,CO,2.8606042684706003
2004-03-16 18:00:00,2004,3,16,18,39.9042,116.4074,CO,3.309834445752115
2004-03-16 19:00:00,2004,3,16,19,39.9042,116.4074,CO,3.9310868201703455
2004-03-16 20:00:00,2004,3,16,20,39.9042,116.4074,CO,3.08672441367961
2004-03-16 21:00:00,2004,3,16,21,39.9042,116.4074,CO,5.344705105183328
2004-03-16 22:00:00,2004,3,16,22,39.9042,116.4074,CO,2.5061578683244465
2004-03-16 23:00:00,2004,3,16,23,39.9042,116.4074,CO,1.6956386246501025
2004-03-17 00:00:00,2004,3,17,0,39.9042,116.4074,CO,1.7784248040120785
2004-03-17 01:00:00,2004,3,17,1,39.9042,116.4074,CO,1.1437819602184969
2004-03-17 02:00:00,2004,3,17,2,39.9042,116.4074,CO,0.9036737072243632
2004-03-17 03:00:00,2004,3,17,3,39.9042,116.4074,CO,0.6792303143680355
2004-03-17 04:00:00,2004,3,17,4,39.9042,116.4074,CO,0.5752194870160277
2004-03-17 05:00:00,2004,3,17,5,39.9042,116.4074,CO,0.523555032541877
2004-03-17 06:00:00,2004,3,17,6,39.9042,116.4074,CO,0.4805806348566659
2004-03-17 07:00:00,2004,3,17,7,39.9042,116.4074,CO,1.6506167945668713
2004-03-17 08:00:00,2004,3,17,8,39.9042,116.4074,CO,3.938903833765476
2004-03-17 09:00:00,2004,3,17,9,39.9042,116.4074,CO,6.737845655530048
2004-03-17 10:00:00,2004,3,17,10,39.9042,116.4074,CO,4.429160960369735
2004-03-17 11:00:00,2004,3,17,11,39.9042,116.4074,CO,2.9844128197963427
2004-03-17 12:00:00,2004,3,17,12,39.9042,116.4074,CO,2.4980002511031385
2004-03-17 13:00:00,2004,3,17,13,39.9042,116.4074,CO,2.874689130487929
2004-03-17 14:00:00,2004,3,17,14,39.9042,116.4074,CO,2.674965795370617
2004-03-17 15:00:00,2004,3,17,15,39.9042,116.4074,CO,2.032781874241345
2004-03-17 16:00:00,2004,3,17,16,39.9042,116.4074,CO,2.884216699981543
2004-03-17 17:00:00,2004,3,17,17,39.9042,116.4074,CO,2.493552678884923
2004-03-17 18:00:00,2004,3,17,18,39.9042,116.4074,CO,4.770423804865101
2004-03-17 19:00:00,2004,3,17,19,39.9042,116.4074,CO,7.807137409004956
2004-03-17 20:00:00,2004,3,17,20,39.9042,116.4074,CO,6.740036797416171
2004-03-17 21:00:00,2004,3,17,21,39.9042,116.4074,CO,5.674721468931689
2004-03-17 22:00:00,2004,3,17,22,39.9042,116.4074,CO,2.90479998057604
2004-03-17 23:00:00,2004,3,17,23,39.9042,116.4074,CO,2.629865486375744
2004-03-18 00:00:00,2004,3,18,0,39.9042,116.4074,CO,2.3135137720623096
2004-03-18 01:00:00,2004,3,18,1,39.9042,116.4074,CO,1.4191304139627234
2004-03-18 02:00:00,2004,3,18,2,39.9042,116.4074,CO,1.0446857993078495
2004-03-18 03:00:00,2004,3,18,3,39.9042,116.4074,CO,0.6695391532918774
2004-03-18 04:00:00,2004,3,18,4,39.9042,116.4074,CO,0.6609902335451074
2004-03-18 05:00:00,2004,3,18,5,39.9042,116.4074,CO,0.609225939920614
2004-03-18 06:00:00,2004,3,18,6,39.9042,116.4074,CO,0.6680284596959991
2004-03-18 07:00:00,2004,3,18,7,39.9042,116.4074,CO,1.5707365488400655
2004-03-18 08:00:00,2004,3,18,8,39.9042,116.4074,CO,4.75352234606559
2004-03-18 09:00:00,2004,3,18,9,39.9042,116.4074,CO,6.466815066111561
2004-03-18 10:00:00,2004,3,18,10,39.9042,116.4074,CO,4.450189235755303
2004-03-18 11:00:00,2004,3,18,11,39.9042,116.4074,CO,2.921652220386524
2004-03-18 12:00:00,2004,3,18,12,39.9042,116.4074,CO,2.126270494985049
2004-03-18 13:00:00,2004,3,18,13,31.2304,121.4737,CO,2.154394777184439
2004-03-18 14:00:00,2004,3,18,14,31.2304,121.4737,CO,2.374971641559108
2004-03-18 15:00:00,2004,3,18,15,31.2304,121.4737,CO,2.1559809250114195
2004-03-18 16:00:00,2004,3,18,16,31.2304,121.4737,CO,2.7393401634231784
2004-03-18 17:00:00,2004,3,18,17,31.2304,121.4737,CO,2.6633805388308733
2004-03-18 18:00:00,2004,3,18,18,31.2304,121.4737,CO,3.533314457527464
2004-03-18 19:00:00,2004,3,18,19,31.2304,121.4737,CO,4.961657054713712
2004-03-18 20:00:00,2004,3,18,20,31.2304,121.4737,CO,5.245693291777619
2004-03-18 21:00:00,2004,3,18,21,31.2304,121.4737,CO,3.316875897217816
2004-03-18 22:00:00,2004,3,18,22,31.2304,121.4737,CO,2.0455006738819104
2004-03-18 23:00:00,2004,3,18,23,31.2304,121.4737,CO,1.7816083036630077
2004-03-19 00:00:00,2004,3,19,0,31.2304,121.4737,CO,2.07692961375051
2004-03-19 01:00:00,2004,3,19,1,31.2304,121.4737,CO,1.678278232039589
2004-03-19 02:00:00,2004,3,19,2,31.2304,121.4737,CO,0.9277913376302026
2004-03-19 03:00:00,2004,3,19,3,31.2304,121.4737,CO,0.7322251197682196
2004-03-19 04:00:00,2004,3,19,4,31.2304,121.4737,CO,0.6035190026830771
2004-03-19 05:00:00,2004,3,19,5,31.2304,121.4737,CO,0.4882028883252825
2004-03-19 06:00:00,2004,3,19,6,31.2304,121.4737,CO,0.7210318277193181
2004-03-19 07:00:00,2004,3,19,7,31.2304,121.4737,CO,1.4918431564126986
2004-03-19 08:00:00,2004,3,19,8,31.2304,121.4737,CO,4.6612200749372965
2004-03-19 09:00:00,2004,3,19,9,31.2304,121.4737,CO,6.489043323271039
2004-03-19 10:00:00,2004,3,19,10,31.2304,121.4737,CO,4.174608150076606
2004-03-19 11:00:00,2004,3,19,11,31.2304,121.4737,CO,3.138137781992071
2004-03-19 12:00:00,2004,3,19,12,31.2304,121.4737,CO,2.903723828624568
2004-03-19 13:00:00,2004,3,19,13,31.2304,121.4737,CO,3.052682876863333
2004-03-19 14:00:00,2004,3,19,14,31.2304,121.4737,CO,3.245339798123576
2004-03-19 15:00:00,2004,3,19,15,31.2304,121.4737,CO,3.334288880817177
2004-03-19 16:00:00,2004,3,19,16,31.2304,121.4737,CO,4.041407871191998
2004-03-19 17:00:00,2004,3,19,17,31.2304,121.4737,CO,4.787508819879215
2004-03-19 18:00:00,2004,3,19,18,31.2304,121.4737,CO,4.261311990522523
2004-03-19 19:00:00,2004,3,19,19,31.2304,121.4737,CO,4.281657736870734
2004-03-19 20:00:00,2004,3,19,20,31.2304,121.4737,CO,4.060367180046304
2004-03-19 21:00:00,2004,3,19,21,31.2304,121.4737,CO,4.06443845258568
2004-03-19 22:00:00,2004,3,19,22,31.2304,121.4737,CO,2.241110320289207
2004-03-19 23:00:00,2004,3,19,23,31.2304,121.4737,CO,2.087829628930288
2004-03-20 00:00:00,2004,3,20,0,31.2304,121.4737,CO,1.6921688047840209
2004-03-20 01:00:00,2004,3,20,1,31.2304,121.4737,CO,1.5898838175266992
2004-03-20 02:00:00,2004,3,20,2,31.2304,121.4737,CO,1.3570276253533349
2004-03-20 03:00:00,2004,3,20,3,31.2304,121.4737,CO,1.3569094395973402
2004-03-20 04:00:00,2004,3,20,4,31.2304,121.4737,CO,1.022233627435296
2004-03-20 05:00:00,2004,3,20,5,31.2304,121.4737,CO,0.7649489655847587
2004-03-20 06:00:00,2004,3,20,6,31.2304,121.4737,CO,0.824109306226382
2004-03-20 07:00:00,2004,3,20,7,31.2304,121.4737,CO,1.1339850865692565
2004-03-20 08:00:00,2004,3,20,8,31.2304,121.4737,CO,2.0803103676909416
2004-03-20 09:00:00,2004,3,20,9,31.2304,121.4737,CO,2.3345364726278754
2004-03-20 10:00:00,2004,3,20,10,31.2304,121.4737,CO,2.69616138417509
2004-03-20 11:00:00,2004,3,20,11,31.2304,121.4737,CO,2.855724609440283
2004-03-20 12:00:00,2004,3,20,12,31.2304,121.4737,CO,2.720944381292672
2004-03-20 13:00:00,2004,3,20,13,31.2304,121.4737,CO,2.525721068028061
2004-03-20 14:00:00,2004,3,20,14,31.2304,121.4737,CO,2.1630541721419188
2004-03-20 15:00:00,2004,3,20,15,31.2304,121.4737,CO,1.720393019004741
2004-03-20 16:00:00,2004,3,20,16,31.2304,121.4737,CO,1.5350323650548576
2004-03-20 17:00:00,2004,3,20,17,31.2304,121.4737,CO,2.1683935087210595
2004-03-20 18:00:00,2004,3,20,18,31.2304,121.4737,CO,2.247053900614016
2004-03-20 19:00:00,2004,3,20,19,31.2304,121.4737,CO,3.5011032702675657
2004-03-20 20:00:00,2004,3,20,20,31.2304,121.4737,CO,4.029600826381884
2004-03-20 21:00:00,2004,3,20,21,31.2304,121.4737,CO,3.316247513817628
2004-03-20 22:00:00,2004,3,20,22,31.2304,121.4737,CO,2.4070680044012027
2004-03-20 23:00:00,2004,3,20,23,31.2304,121.4737,CO,2.153863605590569
2004-03-21 00:00:00,2004,3,21,0,31.2304,121.4737,CO,2.8133230158657248
2004-03-21 01:00:00,2004,3,21,1,31.2304,121.4737,CO,2.0172688398956398
2004-03-21 02:00:00,2004,3,21,2,31.2304,121.4737,CO,1.5553989137211974
2004-03-21 03:00:00,2004,3,21,3,31.2304,121.4737,CO,1.5202009415195707
2004-03-21 04:00:00,2004,3,21,4,31.2304,121.4737,CO,1.2974001556682937
2004-03-21 05:00:00,2004,3,21,5,31.2304,121.4737,CO,1.047640701280225
2004-03-21 06:00:00,2004,3,21,6,31.2304,121.4737,CO,0.6685827858448287
2004-03-21 07:00:00,2004,3,21,7,31.2304,121.4737,CO,0.7734821407556369
2004-03-21 08:00:00,2004,3,21,8,31.2304,121.4737,CO,1.1654198984357786
2004-03-21 09:00:00,2004,3,21,9,31.2304,121.4737,CO,1.3566386988087284
2004-03-21 10:00:00,2004,3,21,10,31.2304,121.4737,CO,1.6926833817749405
2004-03-21 11:00:00,2004,3,21,11,31.2304,121.4737,CO,1.8275921895904148
2004-03-21 12:00:00,2004,3,21,12,31.2304,121.4737,CO,1.7146708219284623
2004-03-21 13:00:00,2004,3,21,13,31.2304,121.4737,CO,1.9160973595042368
2004-03-21 14:00:00,2004,3,21,14,31.2304,121.4737,CO,1.2562857846749678
2004-03-21 15:00:00,2004,3,21,15,31.2304,121.4737,CO,1.6170298748963992
2004-03-21 16:00:00,2004,3,21,16,31.2304,121.4737,CO,1.9063710157440088
2004-03-21 17:00:00,2004,3,21,17,31.2304,121.4737,CO,2.233188526637742
2004-03-21 18:00:00,2004,3,21,18,31.2304,121.4737,CO,3.758111979973236
2004-03-21 19:00:00,2004,3,21,19,31.2304,121.4737,CO,3.6386024534946544
2004-03-21 20:00:00,2004,3,21,20,31.2304,121.4737,CO,4.253777550254508
2004-03-21 21:00:00,2004,3,21,21,31.2304,121.4737,CO,2.831997257552836
2004-03-21 22:00:00,2004,3,21,22,31.2304,121.4737,CO,1.8254243031820456
2004-03-21 23:00:00,2004,3,21,23,31.2304,121.4737,CO,1.8501975091632228
2004-03-22 00:00:00,2004,3,22,0,31.2304,121.4737,CO,1.7679201979869936
2004-03-22 01:00:00,2004,3,22,1,31.2304,121.4737,CO,1.4336545909963687
2004-03-22 02:00:00,2004,3,22,2,31.2304,121.4737,CO,0.627304469180159
2004-03-22 03:00:00,2004,3,22,3,31.2304,121.4737,CO,0.418742351260266
2004-03-22 04:00:00,2004,3,22,4,31.2304,121.4737,CO,0.3611548889385446
2004-03-22 05:00:00,2004,3,22,5,31.2304,121.4737,CO,0.3054923689270051
2004-03-22 06:00:00,2004,3,22,6,31.2304,121.4737,CO,0.6021552236322554
2004-03-22 07:00:00,2004,3,22,7,31.2304,121.4737,CO,1.1575608990497606
2004-03-22 08:00:00,2004,3,22,8,31.2304,121.4737,CO,3.74384590295271
2004-03-22 09:00:00,2004,3,22,9,31.2304,121.4737,CO,3.766879660286004
2004-03-22 10:00:00,2004,3,22,10,31.2304,121.4737,CO,1.8609375241771369
2004-03-22 11:00:00,2004,3,22,11,31.2304,121.4737,CO,1.657378939562371
2004-03-22 12:00:00,2004,3,22,12,31.2304,121.4737,CO,1.8562145140153707
2004-03-22 13:00:00,2004,3,22,13,31.2304,121.4737,CO,1.9943986328432677
2004-03-22 14:00:00,2004,3,22,14,31.2304,121.4737,CO,2.2582755804405683
2004-03-22 15:00:00,2004,3,22,15,31.2304,121.4737,CO,2.04755534892987
2004-03-22 16:00:00,2004,3,22,16,31.2304,121.4737,CO,2.3690993024992126
2004-03-22 17:00:00,2004,3,22,17,31.2304,121.4737,CO,2.4766576954447896
2004-03-22 18:00:00,2004,3,22,18,31.2304,121.4737,CO,3.802491020388412
2004-03-22 19:00:00,2004,3,22,19,31.2304,121.4737,CO,4.244482079288444
2004-03-22 20:00:00,2004,3,22,20,31.2304,121.4737,CO,4.321487503804643
2004-03-22 21:00:00,2004,3,22,21,31.2304,121.4737,CO,3.3389096941855594
2004-03-22 22:00:00,2004,3,22,22,31.2304,121.4737,CO,2.0005297635678483
2004-03-22 23:00:00,2004,3,22,23,31.2304,121.4737,CO,1.0886229664443334
2004-03-23 00:00:00,2004,3,23,0,31.2304,121.4737,CO,0.8726551614131607
2004-03-23 01:00:00,2004,3,23,1,31.2304,121.4737,CO,0.7782360729787379
2004-03-23 02:00:00,2004,3,23,2,31.2304,121.4737,CO,0.6655717528551754
2004-03-23 03:00:00,2004,3,23,3,31.2304,121.4737,CO,0.4827262504813863
2004-03-23 04:00:00,2004,3,23,4,31.2304,121.4737,CO,0.3958922337295876
2004-03-23 05:00:00,2004,3,23,5,31.2304,121.4737,CO,0.2905710132639765
2004-03-23 06:00:00,2004,3,23,6,31.2304,121.4737,CO,0.4917063393687271
2004-03-23 07:00:00,2004,3,23,7,31.2304,121.4737,CO,1.1272642032205766
2004-03-23 08:00:00,2004,3,23,8,31.2304,121.4737,CO,3.0785577869040277
2004-03-23 09:00:00,2004,3,23,9,31.2304,121.4737,CO,3.755151002523956
2004-03-23 10:00:00,2004,3,23,10,31.2304,121.4737,CO,3.421926967484401
2004-03-23 11:00:00,2004,3,23,11,31.2304,121.4737,CO,2.9350846082409974
2004-03-23 12:00:00,2004,3,23,12,31.2304,121.4737,CO,2.669633456799005
2004-03-23 13:00:00,2004,3,23,13,31.2304,121.4737,CO,3.615644614280417
2004-03-23 14:00:00,2004,3,23,14,31.2304,121.4737,CO,2.6700201482742574
2004-03-23 15:00:00,2004,3,23,15,31.2304,121.4737,CO,1.814326989095727
2004-03-23 16:00:00,2004,3,23,16,31.2304,121.4737,CO,2.0141005671661665
2004-03-23 17:00:00,2004,3,23,17,31.2304,121.4737,CO,2.9706350395351424
2004-03-23 18:00:00,2004,3,23,18,31.2304,121.4737,CO,1.9899887242399
2004-03-23 19:00:00,2004,3,23,19,31.2304,121.4737,CO,2.778341889610424
2004-03-23 20:00:00,2004,3,23,20,31.2304,121.4737,CO,3.321108948952106
2004-03-23 21:00:00,2004,3,23,21,31.2304,121.4737,CO,1.7594303877972572
2004-03-23 22:00:00,2004,3,23,22,31.2304,121.4737,CO,1.2546081783227492
2004-03-23 23:00:00,2004,3,23,23,31.2304,121.4737,CO,1.2947966802099675
2004-03-24 00:00:00,2004,3,24,0,31.2304,121.4737,CO,1.178218610482898
2004-03-24 01:00:00,2004,3,24,1,31.2304,121.4737,CO,1.0536472971257276
